Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,generate column 1,generate column 2,generate column 3,generate column 4,categorical2,categorical3
I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,1.51,2.25,-0.48,1.51,e,W
I,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6,1.34,0.68,1.42,-0.35,e,H
I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,-0.68,-0.78,1.13,0.31,e,W
I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,-0.29,-1.12,-0.18,-0.08,e,W
I,0.375,0.3,0.075,0.14400000000000002,0.059,0.03,0.044,7,-1.23,0.5,0.65,0.36,e,
I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,-0.91,1.57,-0.21,-0.89,e,W
I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,1.53,0.69,0.1,-1.35,e,H
I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,0.63,-0.16,-1.02,-0.89,e,O
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,-1.12,-1.41,-0.32,1.44,e,W
I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,0.95,0.46,-1.17,0.31,e,B
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,0.92,0.14,0.31,0.36,p,H
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,0.59,-1.46,-0.66,-1.41,e,H
I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,-1.32,-0.04,0.17,-0.27,e,
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,-1.03,-0.6,0.36,-0.6,e,W
I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,-0.31,0.29,-0.13,-1.56,e,W
M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,0.15,-0.03,-1.33,0.75,e,H
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,1.69,1.61,-2.72,-0.91,e,W
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,-1.95,-0.32,2.32,-0.02,e,W
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,0.12,1.21,-1.86,0.13,e,W
M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,-0.23,0.01,-1.27,-0.47,e,W
M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,2.86,1.57,1.1,0.72,e,H
F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,1.05,0.5,0.09,-0.9,e,B
M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,-0.48,-0.6,-0.52,1.07,e,W
M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,2.11,-1.5,-0.73,-0.34,e,W
M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,1.19,0.44,-1.37,-0.56,e,W
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,1.09,1.31,-1.81,-0.89,e,B
F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,-0.55,-1.03,0.03,0.63,e,H
F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,-0.78,3.02,0.39,0.53,e,W
F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9,0.09,1.05,0.43,-1.01,e,H
M,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10,0.4,-0.74,0.28,-0.22,e,W
F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,0.65,0.58,0.73,0.47,e,B
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,-0.6,0.28,-0.27,-0.02,p,W
M,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.471,12,-0.29,0.39,0.1,-1.28,e,H
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,-0.28,-0.88,-0.47,-2.35,e,W
F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,-1.34,0.94,2.62,0.29,p,B
I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,-0.89,0.22,-0.39,1.4,e,W
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,0.73,-1.46,-0.33,1.56,e,B
F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,0.48,-0.25,-1.03,1.26,p,B
F,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13,-0.08,-0.77,0.53,1.19,p,B
F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,-0.71,0.35,-1.95,1.05,e,W
F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,-0.42,0.03,0.14,-1.01,e,H
F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10,0.16,-0.57,-0.29,-0.39,e,B
F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,-1.15,1.66,-1.85,-1.64,e,W
I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,2.03,1.18,-0.73,0.58,e,W
I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,-0.67,0.4,1.13,0.85,e,H
I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,-0.8,2.31,0.69,0.34,e,H
I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,0.65,-1.02,0.47,0.89,e,B
I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,-0.64,0.21,-0.33,0.9,e,H
I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,-0.95,0.14,1.91,0.52,e,B
I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,0.32,1.07,0.7,-1.69,e,W
I,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6,1.44,-0.4,0.59,-0.38,e,W
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,1.51,-2.82,-0.43,0.26,e,B
I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,0.34,0.09,1.02,0.92,e,W
I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,-0.46,0.0,-0.84,0.57,e,W
I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,0.31,-1.03,0.17,1.54,e,B
I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,0.5,1.59,-1.0,-0.75,e,W
I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,6,-0.47,1.35,-0.14,-2.22,e,W
I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,0.87,-0.3,0.3,0.92,e,W
I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,1.0,-0.9,-0.12,1.54,p,W
I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,1.52,-0.18,0.45,1.36,e,H
I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,-0.97,-0.67,0.05,-0.1,e,W
I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,0.96,-1.1,0.25,0.54,e,B
I,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.118,6,1.37,-1.84,1.1,0.19,e,H
I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,-0.66,0.49,-0.6,1.44,e,H
F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,-0.54,-0.99,0.61,0.06,p,W
F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,0.62,-1.68,0.9,1.3,e,W
I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,-0.67,-1.11,0.86,-1.35,e,B
I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,-0.15,-0.34,-0.55,-1.69,e,B
I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,-0.6,-1.02,0.29,-0.76,e,W
M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,1.29,-0.77,0.96,-0.03,p,W
I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,1.67,-0.52,0.8,-0.58,e,
I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,1.37,-0.99,0.35,0.33,e,B
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,1.61,0.26,0.07,-0.54,e,H
M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,0.7,0.64,-0.17,-0.88,e,W
I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,-0.18,1.33,-1.45,0.75,e,W
I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,1.0,-0.12,0.42,-1.08,e,W
M,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9,1.65,1.74,0.37,-0.68,e,B
M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,0.17,0.86,-0.98,0.33,e,B
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,0.66,-1.01,-0.61,0.3,e,W
F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,1.98,-0.31,-1.46,1.0,e,W
M,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6,-2.03,-1.41,1.44,-0.23,e,B
F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,-0.64,0.21,0.51,-0.14,e,B
M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,0.28,1.07,0.78,-0.43,e,W
F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,-0.11,1.36,0.78,-0.54,e,W
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,-1.47,0.16,0.69,1.0,e,H
F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,-0.91,-0.92,0.09,-1.01,e,
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,-0.75,1.69,0.66,1.22,e,W
M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,1.54,-0.58,0.06,0.85,e,B
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,-0.71,-0.64,-1.49,0.28,e,W
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,0.46,0.67,0.71,0.58,e,W
M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,1.1,-0.27,-1.3,-0.55,e,B
F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,0.31,-1.14,0.25,-1.05,e,
F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,-0.77,0.5,-0.53,1.26,p,W
F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,-0.82,-1.15,1.42,-1.01,e,W
F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,0.52,-0.56,1.1,-0.17,e,W
F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,-0.62,-0.28,1.17,-0.12,e,B
M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,-0.66,1.46,-0.59,0.1,e,W
M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8,1.45,1.99,-0.18,-0.25,e,B
F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,-0.81,0.59,-0.64,-1.2,e,H
F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,0.57,-0.69,-0.25,-0.39,e,W
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,-0.56,-1.71,-1.31,1.51,e,W
F,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9,1.55,-1.89,1.28,0.87,e,W
F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,0.6,-0.34,0.25,0.17,e,W
F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,0.41,1.15,0.12,0.17,p,W
M,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10,-1.56,0.2,-0.35,-1.08,e,H
F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,-0.71,0.17,-0.66,0.51,e,B
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,-0.16,-0.68,-0.91,0.47,e,W
F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,-1.63,0.6,-1.33,-0.65,e,W
F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,-0.18,-0.97,-1.1,-0.65,e,B
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,0.16,0.6,-0.6,1.12,e,B
F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,2.28,1.36,-0.18,1.63,e,H
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,-0.88,1.27,-0.71,-0.35,e,W
M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,0.11,0.27,-0.64,0.97,e,W
M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12,0.28,0.97,-0.56,-2.08,e,W
F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,-0.22,0.28,-0.17,-0.12,e,B
M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,-0.93,0.0,-0.71,0.07,e,B
F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,0.69,0.02,1.35,-0.69,e,
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8,1.08,1.58,0.74,0.7,e,W
F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,0.71,0.35,0.12,0.53,e,W
M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12,0.14,0.53,-0.73,0.3,e,B
F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,1.88,-0.03,-0.46,0.08,e,N
F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,1.9,1.27,2.4,-0.58,e,H
M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12,-0.81,-1.39,1.75,-0.23,e,W
M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,2.02,0.76,0.64,-0.44,e,W
I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4,0.28,-0.44,-0.26,-0.42,e,W
I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,1.54,1.08,1.79,2.04,p,W
I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5,0.52,-0.03,0.97,-0.73,e,
I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,-0.42,1.23,-1.34,-0.29,e,B
I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,-0.9,1.16,2.09,0.55,e,W
I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6,-0.22,0.41,1.25,0.06,e,W
I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8,0.14,0.41,-0.88,-0.28,e,B
I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,-0.42,1.19,1.12,-0.16,e,W
I,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094,7,-0.45,0.7,-0.23,-0.38,e,W
I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,0.87,-0.2,-0.3,-0.35,e,
I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7,1.6,0.97,-1.19,-0.24,e,
I,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,0.17,-1.21,0.02,-0.08,e,W
I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,0.29,-0.46,0.79,0.2,e,H
I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,-0.08,-0.04,-1.4,0.37,e,W
I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,1.09,-0.83,0.58,0.27,e,B
I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7,-1.66,-0.19,-0.27,-1.05,e,B
I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,0.24,1.11,-0.5,-0.5,e,W
I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8,0.55,1.71,-0.38,1.72,e,W
I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8,1.36,2.04,1.97,1.2,e,B
M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,8,-0.02,-2.18,-0.94,-0.36,e,H
I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,1.36,-0.71,-0.6,0.0,e,W
I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8,0.28,-0.76,1.24,0.39,e,H
M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9,-0.47,-0.15,0.58,-1.16,e,W
M,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002,7,-2.27,-0.34,-0.53,1.47,e,H
I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,8,-1.16,1.6,0.77,-0.78,e,N
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8,-1.34,0.8,1.0,1.83,e,W
I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,-1.39,-0.58,-0.25,1.67,e,H
I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9,1.44,0.47,0.74,-0.89,e,H
F,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9,2.01,-0.04,0.51,-0.01,e,W
M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7,0.89,-0.61,0.71,-0.27,e,H
M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,-0.41,-1.36,1.56,-0.62,e,W
F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,-0.96,-1.13,-0.29,0.95,e,H
I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755,8,1.33,0.61,-0.94,0.49,e,W
F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,0.27,0.11,-0.91,-0.52,e,W
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,0.37,0.75,0.95,0.81,e,B
M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9,-0.03,-0.91,0.32,1.47,e,H
F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,0.87,-0.94,1.0,0.7,e,W
M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,0.23,0.65,0.63,-1.04,e,W
F,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9,2.46,-0.03,-1.16,-0.19,e,W
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,1.57,-0.57,-0.46,-0.44,e,W
M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,0.81,1.31,0.03,0.42,e,
F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,-1.86,-1.15,0.09,-0.84,e,W
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,0.28,-0.49,2.27,1.96,e,H
M,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249,8,-1.12,0.76,-0.97,-0.83,e,B
M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9,1.57,0.79,1.58,1.18,e,B
F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,-0.64,-0.38,1.89,0.06,e,W
F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,0.34,0.62,-1.27,0.83,e,W
M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9,-0.24,-1.56,-1.78,0.49,e,O
M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,-0.82,0.21,-0.81,-0.07,e,H
M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,1.32,1.57,-1.51,-1.78,e,H
F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,0.93,1.31,-0.16,-0.07,e,O
F,0.615,0.475,0.17,1.055,0.5429999999999999,0.246,0.2345,9,1.62,-2.55,-0.82,-0.31,e,W
M,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,7,1.48,0.21,-0.94,2.06,e,W
F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,-2.37,-0.5,0.06,-0.06,e,W
M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,0.2,-0.55,1.53,-0.59,e,W
M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,-1.0,-0.36,-0.44,-0.7,e,B
M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,0.1,-0.25,-1.48,1.88,e,W
M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,0.66,-0.15,0.92,-0.9,p,B
F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,-0.86,1.5,-0.1,-1.04,e,W
M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,-0.93,-0.88,-0.12,-1.78,e,W
M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11,1.14,0.75,-1.05,-0.97,e,W
M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10,2.97,0.42,0.83,0.39,e,W
M,0.63,0.465,0.15,1.027,0.537,0.188,0.17600000000000002,8,-0.64,-0.24,-1.26,0.67,e,B
M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,-1.32,0.05,-0.71,0.67,e,W
M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9,-0.81,0.1,-0.7,-0.51,e,W
F,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,9,-1.37,-0.56,-1.57,0.83,e,W
M,0.65,0.515,0.125,1.1805,0.5235,0.28300000000000003,0.3275,9,-0.13,-0.07,0.72,-0.06,e,N
M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,-0.28,1.76,-2.96,1.42,e,W
F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,-1.16,0.32,1.37,-0.74,e,B
M,0.65,0.51,0.155,1.4069999999999998,0.7215,0.298,0.335,9,-0.86,1.03,-0.53,-0.75,e,H
F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,0.72,0.5,-1.09,-0.3,e,B
M,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10,-0.84,0.74,-0.48,0.04,p,W
F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,1.61,1.84,0.32,-0.26,e,W
M,0.67,0.5,0.2,1.269,0.5760000000000001,0.2985,0.35100000000000003,11,1.79,0.65,-0.87,0.53,e,W
M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13,2.98,-0.06,1.23,2.87,e,W
F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,0.24,-0.64,-2.75,0.31,e,W
M,0.68,0.52,0.165,1.4775,0.7240000000000001,0.279,0.406,11,-1.43,0.46,-0.84,0.02,e,W
M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,-1.87,-0.46,1.76,-0.49,e,W
M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,0.78,-0.47,-0.79,-0.46,e,W
M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,1.18,0.14,1.28,1.4,e,B
F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11,-0.49,-0.58,0.89,0.02,e,B
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,-1.11,0.28,-2.75,-1.07,e,W
M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,1.19,0.15,-0.52,0.18,e,W
F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,-0.78,-1.08,-0.96,1.4,e,H
M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,2.24,0.42,0.02,-0.86,e,A
I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3,0.25,-1.43,-0.74,-1.08,e,W
I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,0.73,-0.45,1.49,1.3,e,H
I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4,1.11,0.13,1.34,-0.04,e,W
I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5,-1.18,-1.15,0.31,-0.07,e,W
I,0.335,0.25,0.08,0.16699999999999998,0.0675,0.0325,0.0575,6,-2.82,-0.03,-0.02,-1.53,e,H
I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6,-0.48,-0.85,-0.29,-0.45,e,H
I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6,1.49,-2.25,0.37,0.0,e,H
I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,0.33,-1.2,-0.17,-0.52,e,W
I,0.36,0.26,0.08,0.1795,0.07400000000000001,0.0315,0.06,5,-0.15,0.29,-0.47,-1.19,e,H
I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,-0.24,-0.02,1.3,1.32,e,H
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8,-1.79,0.03,-0.72,1.09,e,H
I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7,0.39,-1.37,0.8,1.35,e,B
I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7,-0.16,-0.07,0.76,0.44,e,B
I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8,0.11,-0.32,1.67,1.42,e,W
I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,-0.7,1.25,2.76,-0.28,e,
I,0.4,0.305,0.1,0.3415,0.17600000000000002,0.0625,0.0865,7,0.05,-0.94,1.65,-0.44,e,W
I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,1.08,-1.28,0.57,2.38,e,W
I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8,0.48,1.84,-2.17,-0.85,e,H
I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,1.46,-1.74,-0.01,-0.76,e,B
I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6,-0.31,0.08,0.31,0.36,e,W
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8,-1.41,-0.43,-0.11,-1.0,e,W
I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8,-1.6,-2.63,0.36,0.78,e,B
I,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105,7,-0.02,0.71,-1.02,-0.22,e,H
I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8,-0.43,-0.69,-0.68,0.55,e,
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8,0.69,-1.13,1.59,-0.16,e,B
I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7,-1.11,0.12,-0.57,-0.89,e,W
I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,-1.5,-0.49,0.44,0.39,e,H
M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8,0.22,-0.1,0.98,-1.63,e,H
I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7,-0.46,1.01,-0.72,-0.04,e,W
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8,1.43,-1.02,-0.2,0.18,e,B
I,0.46,0.35,0.1,0.471,0.252,0.077,0.123,8,-1.92,2.49,-0.03,-1.55,e,W
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8,0.13,0.79,1.93,0.66,e,W
I,0.475,0.355,0.115,0.5195,0.279,0.08800000000000001,0.1325,7,-0.68,-0.96,-0.54,0.8,e,W
M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11,0.08,-0.85,2.32,0.2,e,B
I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8,0.05,-1.49,0.24,1.43,e,W
I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8,0.52,-0.26,-1.21,0.7,e,B
I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10,0.51,0.96,-0.47,2.18,e,
